编号,体式,标准/不标准,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
201,downdog,standard,137.89788,145.14934,-33.6586,128.54309,147.62786,-52.78281,127.25405,146.62062,-52.97104,126.13009,145.57608,-52.97137,129.34369,148.09574,-25.18292,128.60948,147.46134,-25.44498,127.78548,146.77629,-25.51704,121.60805,137.60278,-107.44648,122.47231,138.34137,19.84944,139.10795,137.66076,-47.62205,140.19893,138.46931,-12.14088,127.2008,109.83244,-151.11669,128.46877,107.85355,92.485,88.74907,150.53285,-251.52724,93.28637,141.76433,122.40347,49.3748,184.71309,-258.47858,59.66359,170.59546,15.10213,36.47924,187.6271,-289.09021,48.51471,171.83387,7.45299,34.383,186.11153,-273.65217,47.00816,171.78081,-18.7264,39.19795,184.62187,-252.55858,50.78792,171.30282,-0.0996,213.38168,33.56634,-88.61519,211.40521,37.47656,88.5031,269.57714,100.96286,-61.1135,263.99989,101.03702,127.04176,316.71995,168.58949,-41.43559,302.98048,160.13384,192.98542,331.13644,179.76696,-46.05229,316.16303,171.25922,196.13363,283.13507,190.16903,-123.7376,273.02664,180.68036,148.00551
202,downdog,standard,1657.98766,1726.33377,440.50746,1715.94007,1721.65353,486.32657,1719.76937,1712.13617,484.90432,1723.58406,1702.76045,484.64391,1715.59471,1726.01699,284.37304,1719.86321,1720.62555,282.49017,1724.32496,1715.39321,281.32328,1737.17986,1645.49146,693.36341,1734.79647,1661.83681,-242.66472,1632.38234,1679.83513,564.79979,1632.87712,1684.71274,280.91448,1668.21178,1416.49552,1125.0532,1656.78151,1520.94864,-607.10317,1900.604,1675.42927,2154.19426,1896.97541,1879.91822,-1417.59687,2139.72466,1744.60076,2436.6745,2274.95414,2061.89961,-1432.05155,2215.51057,1754.55971,2635.92952,2386.45025,2098.03948,-1652.05221,2233.24753,1765.76767,2394.43611,2412.25691,2064.6128,-1490.99605,2208.02996,1771.01955,2359.86347,2363.35328,2037.12681,-1384.42329,1066.66698,815.00892,699.60913,1028.7745,841.23351,-700.84004,732.11294,1391.82038,1182.24216,672.59172,1427.92293,-742.51863,449.15872,1834.74258,1660.28102,281.20661,1970.83158,-505.92765,369.30215,1908.69641,1680.83898,176.44124,2041.81594,-498.00419,654.45203,1976.13125,1405.0335,559.67626,2069.18602,-908.54926
206,downdog,standard,257.92181,297.4382,-50.19116,251.4875,297.87566,-67.91453,250.94339,296.54894,-68.07131,250.47729,295.19654,-68.06765,251.5088,298.46633,-42.45291,251.08026,297.55473,-42.71151,250.51318,296.53916,-42.79734,247.93651,286.60032,-115.62145,247.53298,287.26885,0.18263,262.68317,290.68138,-62.73656,262.92532,291.33346,-30.41297,260.83874,259.50601,-166.48631,259.05201,258.91727,68.06677,236.76305,303.21283,-260.2219,234.08728,297.60376,68.06917,200.90378,337.22772,-271.47086,202.54932,333.71234,-31.53641,190.70014,344.01993,-302.76861,192.50035,339.05911,-43.34994,187.00814,342.16734,-290.46438,190.38588,339.45892,-62.31712,190.73892,341.10918,-267.61855,193.32454,339.23182,-44.4931,347.40924,199.56622,-76.05108,345.50764,205.40475,75.93644,389.39717,266.70796,-43.04839,385.9502,268.17095,84.18923,429.06818,335.1536,-15.25108,423.81649,331.67283,127.19323,441.66118,346.76873,-17.45957,434.81211,342.40684,128.82968,410.60087,357.41787,-89.18306,406.20467,354.03016,75.89917
207,downdog,standard,427.65112,521.06279,-95.4629,400.30117,519.13124,-149.10244,398.80983,515.23684,-149.70627,397.78647,511.07049,-149.7623,401.29423,520.63536,-64.99189,400.59028,517.57442,-65.78297,399.81519,514.08967,-65.99698,394.64307,482.80193,-306.55228,394.61946,485.1276,77.32281,445.37208,500.96393,-138.16646,447.57063,502.80773,-31.12887,436.6102,399.67484,-470.95617,440.78196,402.48569,284.25445,312.29517,521.1818,-751.9161,325.17847,514.82988,310.93272,178.89118,594.29016,-742.73965,199.46011,585.0367,-36.08994,141.99946,600.82808,-830.08196,163.92721,588.27184,-68.84089,132.19546,594.30629,-789.02378,160.111,583.24616,-136.92244,145.30348,589.80223,-726.64025,170.54844,579.31474,-80.44226,688.02102,173.37896,-261.86893,690.57112,185.94363,261.54791,866.49477,369.99494,-143.17978,863.68182,373.79339,318.85611,1006.01506,568.42552,-52.73807,989.95171,557.66344,495.10428,1051.27859,603.07744,-61.803,1031.78566,588.87236,502.45618,901.07009,620.4594,-282.13883,893.68236,609.87334,349.9074
208,downdog,standard,245.1791,357.04245,15.17897,230.75851,355.02686,-11.7004,230.03313,353.67496,-11.9631,229.60056,352.37955,-11.99495,230.74537,355.30643,20.19752,229.77652,354.06598,19.67892,228.794,352.7738,19.53239,226.84822,338.89544,-83.63315,224.4174,338.65614,60.07009,251.88602,347.37001,-2.81434,253.07034,348.25424,36.93665,254.08134,300.22385,-121.10529,248.90343,292.94249,117.66968,191.81774,367.36513,-171.50023,181.28902,362.22593,113.9427,107.78215,416.5444,-112.25169,99.11066,397.44982,6.58003,86.20661,420.81365,-135.63875,79.32007,401.10723,-3.88882,81.75327,419.04485,-122.0705,77.5993,403.14703,-24.30255,87.93146,417.59583,-106.27651,84.14474,402.29404,-6.90996,404.28379,139.07115,-87.84639,401.60023,142.83364,87.68624,497.61959,267.42396,-42.87763,495.9053,268.8297,95.92626,585.05421,390.54508,0.41082,577.25914,384.96142,142.93101,610.84045,416.0527,0.99513,597.09541,406.88272,146.37812,523.15399,430.38051,-47.60304,519.99218,424.07018,111.43737
209,downdog,standard,2785.42397,2639.73077,-333.97462,2870.08573,2689.51762,-247.36917,2886.32671,2679.93048,-249.22154,2901.41052,2670.20329,-249.28488,2872.35274,2693.07291,-518.76863,2889.37923,2685.8344,-520.97676,2907.98927,2675.9995,-522.36779,2973.56403,2589.0378,195.94408,2986.93845,2576.75468,-1046.02402,2779.14931,2546.93042,-106.00137,2782.83263,2546.02588,-485.19152,2907.34032,2241.93407,738.80746,2922.3679,2228.26875,-1354.4069,3212.08882,2703.87027,934.20699,3263.11505,2725.465,-2370.10188,3611.32645,3002.23788,-128.46309,3680.91302,3043.3699,-2301.65549,3743.30969,3028.86848,-171.79114,3809.93271,3080.52194,-2614.49755,3764.39561,3029.03709,-432.00395,3840.31368,3068.89383,-2433.65213,3719.62143,3018.44742,-256.72936,3801.7234,3055.80635,-2250.36058,2074.73903,1418.98692,793.03774,2046.43478,1389.16354,-794.98325,1547.16816,2175.71313,917.05805,1527.20087,2170.07027,-714.60079,1099.65051,2863.19724,1287.90424,1040.28324,2915.94527,-519.52644,991.65694,2972.59929,1279.26305,915.56533,3019.34601,-535.4804,1448.2029,3056.54744,655.89623,1387.33175,3073.56927,-1279.86037
210,downdog,standard,137.89788,145.14934,-33.6586,128.54309,147.62786,-52.78281,127.25405,146.62062,-52.97104,126.13009,145.57608,-52.97137,129.34369,148.09574,-25.18292,128.60948,147.46134,-25.44498,127.78548,146.77629,-25.51704,121.60805,137.60278,-107.44648,122.47231,138.34137,19.84944,139.10795,137.66076,-47.62205,140.19893,138.46931,-12.14088,127.2008,109.83244,-151.11669,128.46877,107.85355,92.485,88.74907,150.53285,-251.52724,93.28637,141.76433,122.40347,49.3748,184.71309,-258.47858,59.66359,170.59546,15.10213,36.47924,187.6271,-289.09021,48.51471,171.83387,7.45299,34.383,186.11153,-273.65217,47.00816,171.78081,-18.7264,39.19795,184.62187,-252.55858,50.78792,171.30282,-0.0996,213.38168,33.56634,-88.61519,211.40521,37.47656,88.5031,269.57714,100.96286,-61.1135,263.99989,101.03702,127.04176,316.71995,168.58949,-41.43559,302.98048,160.13384,192.98542,331.13644,179.76696,-46.05229,316.16303,171.25922,196.13363,283.13507,190.16903,-123.7376,273.02664,180.68036,148.00551
211,downdog,standard,562.57751,482.48129,8.39612,545.25148,485.40134,-23.34264,543.71216,483.75047,-23.78771,542.9037,481.83228,-23.75163,545.15343,485.13033,23.27905,543.47675,483.51929,22.56301,542.1602,481.70757,22.34318,540.03178,461.82459,-113.92148,539.27081,462.61205,97.77136,571.25019,467.22128,-13.36675,571.32832,466.45138,44.95554,571.75086,412.73214,-172.23786,558.82726,400.04388,186.80804,496.47728,519.34673,-313.22047,485.88431,501.84804,180.47814,399.40121,611.92427,-268.63376,407.48764,592.4156,-37.57599,368.91051,618.60915,-315.13713,380.65082,598.0479,-53.83851,363.35091,613.41365,-282.74823,378.00685,598.4486,-96.80809,374.50641,612.36823,-255.46554,387.32982,598.51039,-63.85526,774.6289,209.1813,-129.83518,760.42706,208.24778,129.63008,884.05651,389.79685,-53.21358,871.86643,388.90709,128.33614,955.51587,578.33482,48.22763,940.99992,564.25004,223.91618,983.36832,607.21672,49.46146,963.58297,591.70677,229.26026,876.08704,609.24983,-51.03254,863.29814,591.53656,146.15671
212,downdog,standard,787.84839,774.0332,-53.93801,767.28479,792.05489,-104.244,760.93766,790.41695,-104.88867,755.57271,789.12614,-104.6995,770.08397,794.49184,-29.14718,765.44649,794.73916,-30.1634,760.93484,795.18981,-30.47732,723.35793,772.86569,-235.52822,727.50033,777.00376,111.92479,778.58437,746.86253,-80.98463,782.31691,750.46518,15.06488,706.49739,689.05177,-292.20016,698.50306,673.05403,304.81838,582.53367,838.08055,-587.39741,613.5366,794.44654,417.20574,435.27079,977.38589,-629.38043,500.9622,872.94794,119.95205,386.24537,993.16848,-715.19984,464.62628,876.0736,104.48691,378.27531,982.53236,-660.48773,459.05287,877.29787,29.68664,394.56266,980.33952,-608.09442,468.38035,879.65136,78.877,1017.17261,446.34252,-218.86254,996.0457,452.52507,218.4043,1184.96606,674.53146,-104.17382,1159.6182,664.80175,321.38919,1321.87321,899.88814,-11.76088,1272.77396,851.52738,489.07824,1364.33298,943.59985,-17.98266,1308.44638,884.88523,496.71324,1215.86423,950.79595,-183.89933,1187.3777,921.88768,376.75495
213,downdog,standard,254.57209,324.60654,-36.71758,239.3539,320.39621,-72.43964,238.76726,318.48901,-72.76224,238.43462,316.63229,-72.85138,240.17123,320.43581,-18.04016,240.00249,318.51385,-18.50021,239.82164,316.66469,-18.59738,241.05328,299.16383,-178.78422,240.53754,299.57102,69.70939,267.72031,315.32828,-65.89662,269.30126,316.63289,3.58154,282.18946,266.47174,-288.83848,277.87147,252.83189,208.42121,206.21635,347.94274,-437.0983,212.1077,337.7567,231.55639,112.76003,407.11394,-405.05994,135.17159,398.0668,29.87645,84.56021,412.3373,-460.33027,106.44799,402.53696,15.73475,80.25612,407.75471,-432.19529,101.85472,400.9878,-27.96441,90.99171,405.33303,-393.63137,107.3363,400.13434,2.84811,434.4897,107.37221,-173.2014,427.88037,103.00605,173.0203,516.76088,243.44241,-105.87675,521.24933,235.86156,199.04892,606.92729,376.92442,-34.39283,600.63902,369.55314,313.7539,639.29069,403.46692,-38.43566,631.02002,397.09131,319.81558,538.90038,412.24201,-173.7639,537.63887,407.32933,226.73172
215,downdog,standard,1657.98766,1726.33377,440.50746,1715.94007,1721.65353,486.32657,1719.76937,1712.13617,484.90432,1723.58406,1702.76045,484.64391,1715.59471,1726.01699,284.37304,1719.86321,1720.62555,282.49017,1724.32496,1715.39321,281.32328,1737.17986,1645.49146,693.36341,1734.79647,1661.83681,-242.66472,1632.38234,1679.83513,564.79979,1632.87712,1684.71274,280.91448,1668.21178,1416.49552,1125.0532,1656.78151,1520.94864,-607.10317,1900.604,1675.42927,2154.19426,1896.97541,1879.91822,-1417.59687,2139.72466,1744.60076,2436.6745,2274.95414,2061.89961,-1432.05155,2215.51057,1754.55971,2635.92952,2386.45025,2098.03948,-1652.05221,2233.24753,1765.76767,2394.43611,2412.25691,2064.6128,-1490.99605,2208.02996,1771.01955,2359.86347,2363.35328,2037.12681,-1384.42329,1066.66698,815.00892,699.60913,1028.7745,841.23351,-700.84004,732.11294,1391.82038,1182.24216,672.59172,1427.92293,-742.51863,449.15872,1834.74258,1660.28102,281.20661,1970.83158,-505.92765,369.30215,1908.69641,1680.83898,176.44124,2041.81594,-498.00419,654.45203,1976.13125,1405.0335,559.67626,2069.18602,-908.54926
217,downdog,standard,427.65112,521.06279,-95.4629,400.30117,519.13124,-149.10244,398.80983,515.23684,-149.70627,397.78647,511.07049,-149.7623,401.29423,520.63536,-64.99189,400.59028,517.57442,-65.78297,399.81519,514.08967,-65.99698,394.64307,482.80193,-306.55228,394.61946,485.1276,77.32281,445.37208,500.96393,-138.16646,447.57063,502.80773,-31.12887,436.6102,399.67484,-470.95617,440.78196,402.48569,284.25445,312.29517,521.1818,-751.9161,325.17847,514.82988,310.93272,178.89118,594.29016,-742.73965,199.46011,585.0367,-36.08994,141.99946,600.82808,-830.08196,163.92721,588.27184,-68.84089,132.19546,594.30629,-789.02378,160.111,583.24616,-136.92244,145.30348,589.80223,-726.64025,170.54844,579.31474,-80.44226,688.02102,173.37896,-261.86893,690.57112,185.94363,261.54791,866.49477,369.99494,-143.17978,863.68182,373.79339,318.85611,1006.01506,568.42552,-52.73807,989.95171,557.66344,495.10428,1051.27859,603.07744,-61.803,1031.78566,588.87236,502.45618,901.07009,620.4594,-282.13883,893.68236,609.87334,349.9074
219,downdog,standard,254.21178,358.71128,-34.62254,260.34513,360.01741,-27.80823,261.1064,359.04433,-27.98541,261.85057,358.06144,-28.00697,260.68084,359.98415,-52.19882,261.82308,359.01727,-52.42994,263.0054,358.03073,-52.58522,267.84824,349.92785,9.88243,268.67637,349.70909,-101.83827,252.10976,352.63898,-14.16372,252.7526,352.87026,-48.3044,262.12204,323.83903,61.63988,260.84214,327.24342,-125.22968,299.89361,360.08058,83.27047,303.13326,364.48243,-227.62626,337.40803,385.98412,-18.29395,345.67929,394.5295,-225.48355,348.62065,387.79571,-20.27599,358.32687,397.93553,-254.63728,351.09692,388.92135,-46.55699,361.26494,397.01784,-234.36528,347.38284,389.10425,-30.81256,356.11984,395.61317,-219.26836,176.23641,251.77225,70.78473,175.64011,250.90233,-70.95608,127.86053,318.61103,84.6115,125.18182,318.52184,-71.45933,86.81733,378.19587,121.63551,72.79511,385.30812,-62.31279,75.9955,389.5204,121.42025,60.29634,395.69401,-64.49651,110.43904,396.56036,72.68576,104.20568,400.90627,-127.84458
22,downdog,nonstandard,292.66687,246.2662,-51.60432,281.73463,256.12451,-77.80927,280.25992,255.8675,-78.09791,279.13274,255.30742,-78.01482,280.41183,255.70785,-52.62426,277.77885,255.51162,-53.19419,275.21408,255.08554,-53.40369,272.57873,241.90128,-154.32501,267.49557,242.25028,-38.11363,292.17153,234.15388,-70.01782,291.3917,234.30918,-38.09519,286.32825,189.97969,-161.03953,246.26233,183.60842,-9.45098,271.94635,280.34957,-243.38533,213.91313,266.31037,-12.53357,214.02547,350.11328,-252.3557,159.34479,342.84275,-124.33743,191.34659,361.49463,-287.96833,141.21292,351.32004,-145.71173,184.78999,357.01865,-281.45252,142.96746,353.38616,-165.42468,191.21222,354.58884,-251.63545,152.47045,353.08822,-137.75753,435.05727,65.82824,-57.03999,403.8174,83.75328,56.80281,535.50145,171.29989,-46.30126,495.03949,182.50063,95.63565,646.99562,251.43203,-6.3753,593.74219,241.60343,170.09251,666.97972,262.80866,-6.7183,616.31025,250.6218,175.7821,617.75483,302.94182,-71.17407,575.70777,286.47928,134.4939
220,downdog,standard,257.50744,398.4534,-21.74602,248.88706,401.6278,-40.01383,247.74142,401.15763,-40.22594,246.72614,400.77899,-40.19432,249.34319,401.69294,-12.48507,248.53027,401.32174,-12.79559,247.58283,401.01791,-12.85311,241.87306,392.92803,-91.12867,242.40578,393.48287,35.29213,259.83938,390.71065,-34.21579,260.21353,391.55572,0.84198,243.35738,364.28699,-130.60509,244.64493,362.06856,105.02616,206.42981,410.33747,-236.04988,206.85599,398.02444,129.46483,157.79532,440.22122,-250.42479,169.3743,421.82713,23.00605,143.77343,445.42293,-281.23085,156.9083,421.68489,14.92943,140.17811,442.18788,-265.20416,154.80809,422.15046,-7.84864,145.36106,441.08383,-244.2559,158.81407,423.60194,9.13437,335.90468,278.081,-83.87402,331.81863,279.79015,83.73444,392.63764,349.39522,-61.31008,390.49242,349.36736,93.22928,447.25279,419.33103,-42.74236,435.51486,407.80547,156.48651,461.7411,431.15301,-46.88507,448.63064,419.39807,159.2885,417.93817,437.33154,-113.11012,408.24997,430.52211,114.69601
221,downdog,standard,437.13461,502.13405,-157.2979,410.95968,508.30649,-213.80043,408.50744,505.37045,-214.3284,405.17935,501.88593,-214.373,412.34821,510.20641,-132.96722,410.92098,508.67519,-133.72572,408.537,506.6681,-133.94171,390.94933,473.53902,-366.95792,393.11886,476.74675,2.16586,443.58033,477.62644,-196.59201,444.6909,481.29197,-93.63941,415.16323,388.71259,-495.50295,412.71462,390.58496,199.19686,308.35271,514.02321,-781.83495,310.31782,501.16861,218.04765,164.5203,603.59236,-796.05514,186.25942,585.88197,-106.88122,122.89828,614.65169,-884.75915,153.59339,590.10448,-140.46044,117.89203,611.51452,-845.18421,150.67813,591.62321,-202.70128,134.89652,609.35444,-782.07188,161.31415,592.07747,-148.03123,640.5232,148.20608,-239.42438,635.20434,155.02647,239.0674,780.74141,352.39776,-100.29785,776.77142,357.89709,312.85729,886.17049,557.27242,29.98679,871.96935,547.41401,485.61835,923.62086,591.85054,25.91975,908.00238,582.64234,494.33387,808.6747,610.71327,-187.29139,792.92641,599.56696,349.60254
222,downdog,standard,438.33292,479.9273,34.08115,416.4243,493.01276,-8.25816,413.14387,490.96567,-8.66615,409.85149,488.64681,-8.64906,416.05663,494.23074,44.75974,412.94742,492.97985,43.94207,409.33919,491.58074,43.69972,390.51747,465.54275,-119.63319,390.562,466.65171,120.8858,438.29867,455.98188,6.94023,438.92705,457.78121,73.39428,383.03602,374.01938,-166.77639,389.41717,374.3915,199.39958,268.54587,480.00776,-309.88082,300.53949,478.86429,193.73134,144.39192,556.36792,-292.14704,185.36517,548.87664,25.65371,108.31541,562.18089,-330.27467,153.88337,557.08222,3.93169,106.11424,561.22487,-314.24594,154.3656,557.1252,-26.81511,122.24907,559.10785,-285.88364,165.43454,554.46034,3.5997,588.39881,140.74113,-137.7344,583.20814,145.01559,137.38772,753.77214,313.75764,-43.25236,750.4738,307.12857,114.24866,882.195,516.61878,-4.98215,876.21516,507.89601,161.71032,918.05601,548.95397,-9.46599,908.38301,540.47936,162.19671,799.34812,573.04402,-92.50734,799.59357,566.55361,95.98479
223,downdog,standard,257.50744,398.4534,-21.74602,248.88706,401.6278,-40.01383,247.74142,401.15763,-40.22594,246.72614,400.77899,-40.19432,249.34319,401.69294,-12.48507,248.53027,401.32174,-12.79559,247.58283,401.01791,-12.85311,241.87306,392.92803,-91.12867,242.40578,393.48287,35.29213,259.83938,390.71065,-34.21579,260.21353,391.55572,0.84198,243.35738,364.28699,-130.60509,244.64493,362.06856,105.02616,206.42981,410.33747,-236.04988,206.85599,398.02444,129.46483,157.79532,440.22122,-250.42479,169.3743,421.82713,23.00605,143.77343,445.42293,-281.23085,156.9083,421.68489,14.92943,140.17811,442.18788,-265.20416,154.80809,422.15046,-7.84864,145.36106,441.08383,-244.2559,158.81407,423.60194,9.13437,335.90468,278.081,-83.87402,331.81863,279.79015,83.73444,392.63764,349.39522,-61.31008,390.49242,349.36736,93.22928,447.25279,419.33103,-42.74236,435.51486,407.80547,156.48651,461.7411,431.15301,-46.88507,448.63064,419.39807,159.2885,417.93817,437.33154,-113.11012,408.24997,430.52211,114.69601
225,downdog,standard,160.8412,182.02956,-50.90524,149.02965,187.90339,-72.72882,146.9179,187.0244,-72.93449,144.99895,186.1853,-72.9107,150.11328,188.05126,-39.8791,148.69011,187.20968,-40.23658,147.12504,186.34683,-40.35841,135.75042,175.72941,-129.10857,137.26766,176.22664,20.94164,161.70067,172.13886,-64.52921,162.83051,171.96668,-22.72658,139.17454,131.85367,-168.75578,143.61213,135.36002,96.09966,104.48334,195.17333,-282.96021,111.71906,193.36325,93.6463,62.49936,249.00968,-300.54112,76.46727,240.05485,-45.42376,44.39623,252.93908,-337.95429,61.47905,244.25114,-61.57068,42.732,251.21389,-321.499,59.72438,244.73363,-85.98587,49.30863,250.29942,-294.99187,65.32559,244.15711,-61.6544,251.31908,38.06278,-90.18903,252.28809,46.51502,90.0285,296.44882,141.66026,-50.10335,297.48687,142.69148,89.05903,341.52175,239.18213,-10.36086,333.96663,229.58872,144.31254,355.15262,250.76393,-13.22314,348.79534,245.62796,146.7248,300.06163,254.96935,-100.32036,298.19478,248.15215,81.83724
227,downdog,standard,636.80931,568.27469,75.4423,617.49931,579.81196,24.58635,613.28827,578.70048,24.17661,609.32617,577.54779,24.2235,618.5952,581.04578,86.31918,615.20317,580.68588,85.41974,611.90651,580.45048,85.2034,582.08252,561.68296,-104.30961,586.26549,562.89024,177.69749,633.60249,545.59799,43.93055,635.2179,546.62645,122.34791,554.87511,478.70868,-132.39149,553.54027,458.43246,246.40646,402.20581,577.03647,-226.11351,403.4597,527.81928,246.55645,213.55099,655.6663,-167.2402,266.83014,576.88274,78.2038,172.97852,657.71373,-204.25173,228.51395,577.60621,47.89037,165.43346,650.17234,-194.43745,222.98347,581.31657,23.52304,177.12719,651.50034,-162.48808,232.92152,585.47632,58.6319,758.87077,163.71634,-143.74575,744.19174,155.4954,143.02927,919.58649,385.01695,-50.65127,905.55946,361.07061,252.52016,1109.16725,586.17515,-2.59011,1060.64354,532.10656,365.22003,1154.49585,620.36781,-3.79035,1088.10951,553.43568,373.01659,1012.60895,637.89175,-110.98142,987.18102,608.40198,296.97723
228,downdog,standard,139.64973,325.32917,79.77633,127.09564,328.98994,93.12266,122.34126,326.40754,92.88816,117.21959,323.05522,92.87212,134.49475,331.54946,117.37471,136.28269,331.48357,116.9156,138.3785,331.43022,116.91097,109.13686,310.09475,145.66362,133.87628,322.45609,254.53999,137.00559,309.37362,97.85982,144.34216,314.41415,127.34018,108.46698,249.79283,74.52809,180.5902,269.40742,329.71632,58.74758,291.37581,-67.04745,187.89736,339.83025,435.9049,11.71611,340.31228,-132.27791,160.02892,392.59425,550.44114,-4.72776,346.58871,-153.98265,151.05845,399.62037,575.83576,-6.01639,347.6157,-143.66154,147.15894,397.42497,558.33859,3.15547,347.39202,-129.17383,150.04323,394.01198,543.89249,208.3624,92.26778,-104.12135,249.10105,95.51369,103.43883,301.93385,229.73294,-163.43021,328.2343,232.07813,-56.16123,395.77197,369.12688,-398.72647,390.31864,357.0226,-225.64444,428.93306,406.68441,-423.93467,424.67235,402.85757,-242.04256,374.61992,454.90744,-507.81252,384.24258,429.56713,-284.09598
23,downdog,nonstandard,241.63041,361.39966,15.57137,224.21346,366.52207,-16.34206,221.17364,365.06066,-16.73897,218.14377,363.41175,-16.66182,225.87523,367.27992,20.7369,224.16348,366.58756,20.01057,222.15588,365.86926,19.74594,207.14252,346.19973,-95.49863,211.13269,348.67551,72.17852,246.74337,347.08825,-0.98209,248.64521,347.37958,45.00137,227.32389,298.29885,-136.59205,236.36694,290.08042,157.97631,177.18537,402.03831,-245.88757,185.73973,375.57088,159.73362,106.55763,488.63268,-212.84029,129.82919,448.41135,-14.05549,73.81022,498.36116,-249.37584,102.44415,452.15957,-31.1908,67.6693,490.86599,-227.71459,97.10417,455.03297,-62.58084,77.4323,489.05833,-203.32325,104.15223,457.91173,-34.35193,459.12747,169.10643,-92.94265,456.2149,169.99794,92.60802,591.11738,310.38001,-51.61101,587.36792,310.66067,114.02535,718.86568,440.29355,0.2377,700.86927,427.44212,194.77851,747.35703,463.86967,-1.09132,728.48606,449.08376,198.83896,660.30369,483.11019,-85.66138,648.56472,468.09189,126.69878
234,downdog,standard,235.3725,399.75894,40.39531,217.54893,402.2401,8.99086,215.1243,399.733,8.59145,212.95873,396.84792,8.65004,218.48361,403.39671,49.12697,217.21395,401.9305,48.41517,215.57713,400.19223,48.22137,202.72632,377.03925,-75.53361,204.29572,378.87174,107.19846,240.99684,383.01817,20.91884,243.93197,384.62574,71.09451,218.00683,319.7456,-107.55001,221.8915,305.90515,172.53259,143.46802,425.0259,-203.9742,149.15553,393.19141,193.69051,31.70981,476.36331,-139.15138,77.23532,417.04195,48.37373,2.90527,478.58487,-169.57163,57.66525,412.10045,39.10109,-2.51523,469.73652,-147.21049,56.6946,409.19223,7.74926,7.38059,469.27054,-128.65586,60.13412,413.89911,29.86028,405.91951,113.87736,-100.76337,404.28449,114.36943,100.4517,532.48218,285.15042,-11.45798,529.16905,277.06507,143.95593,651.01567,417.12981,74.9067,637.06092,407.15833,242.32048,679.09288,441.69142,76.64994,663.01135,429.0152,248.26189,576.92779,455.51545,11.56091,566.13929,442.51863,192.93749
24,downdog,nonstandard,1056.2809,1959.98375,-630.09535,1012.36839,2022.01362,-811.57462,1002.59285,2022.67107,-812.80087,992.59596,2022.71591,-812.53349,1011.63215,2024.9011,-591.26552,1000.20161,2028.47934,-593.27021,988.63799,2031.97943,-593.8493,901.66091,2001.34655,-1290.34823,907.7031,2005.01656,-277.65226,1035.45792,1913.57854,-750.07135,1036.80076,1915.58099,-466.20988,831.77267,1758.52076,-1565.48864,778.86089,1757.38797,353.51361,668.73992,2166.61967,-2129.12419,592.1222,2070.89454,437.77488,451.20615,2506.24124,-2030.26718,437.07816,2370.01832,-391.34886,329.8574,2524.92059,-2248.87329,328.09999,2425.20754,-476.30013,302.16579,2503.80732,-2154.56316,317.16424,2417.08562,-631.45997,339.11947,2496.13801,-1990.90251,354.19744,2407.77854,-489.72859,1500.98385,1222.7355,-682.69918,1425.68091,1273.05312,681.38292,1937.65136,1696.00417,-657.49292,1804.48281,1736.11486,971.07902,2371.86013,2223.74055,-557.57259,2162.48808,2209.84735,1648.14858,2489.27125,2293.15288,-589.071,2266.71582,2291.64404,1695.28651,2309.77421,2515.73138,-1155.81298,1907.03962,2421.89131,1386.57809
25,downdog,nonstandard,358.82202,250.11942,-19.16837,347.14214,254.35072,-44.68528,344.82874,253.39757,-44.91825,342.78118,252.51335,-44.90554,348.55101,254.59343,-3.92535,347.20017,253.86663,-4.29657,345.81885,253.12393,-4.40211,333.06946,241.90907,-119.75632,335.83042,242.55345,67.9499,358.07738,240.65477,-39.06396,359.27424,241.26709,13.39918,327.2769,202.61391,-182.85749,337.80523,204.2776,163.8658,281.92575,269.4055,-330.46598,295.4516,256.16381,197.58083,224.76748,317.9648,-345.51927,243.33361,297.73303,34.15231,204.26367,321.56312,-388.90204,228.78666,298.34533,20.5775,201.29838,318.73494,-367.38723,227.50595,298.37333,-14.26083,208.72338,316.87633,-337.19496,231.56282,298.03843,12.90338,450.92253,102.57724,-122.70369,455.07169,105.18541,122.51372,517.35216,212.43425,-88.26431,521.38092,207.28886,127.50499,603.66222,296.38302,-72.47995,595.12267,289.7618,202.04428,627.10885,308.88247,-79.62057,616.81715,301.1959,205.1085,563.69897,323.3882,-182.94708,559.64122,315.54156,136.23809
